1,530557E+15;UnixTime
0;Scene;Load;0
0;BITalino;SamplingFrequency;1000
0;BITalino;BufferSize;2000
0;BITalino;Channels;ECG;EMG;EDA;
0;BITalino;Analogs;A1;A2;A3;
0;BITalino;BaudRate;9600
0;BITalino;Port;COM3
0;BITalino;Parity;None
0;BITalino;DataBits;8
0;BITalino;StopBits;One
660769,1;Enemy;Speed;ChangeTo;3,659999
661680,9;Enemy;DeathBy;Gun
662111,6;Enemy;DeathBy;Gun
662774,3;Enemy;Speed;ChangeTo;3,689999
664466,8;Enemy;DeathBy;Gun
664649;Enemy;0;RegularSpawn;AtSpawnPoint;2
664781,9;Enemy;Speed;ChangeTo;3,719999
665543,6;Enemy;DeathBy;Gun
665643;Enemy;0;RegularSpawn;AtSpawnPoint;0
666653,6;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;0
666653,6;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;0
666786,1;Enemy;Speed;ChangeTo;3,749999
668641,6;Enemy;0;RegularSpawn;AtSpawnPoint;0
668790,6;Enemy;Speed;ChangeTo;3,779999
669204,8;Enemy;DeathBy;Gun
669718,4;TextScore;ChangeTo;PRZYZWOICIE
670712,3;Enemy;DeathBy;Gun
670795,6;Enemy;Speed;ChangeTo;3,809999
672219,9;Enemy;DeathBy;Gun
672650,7;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;1
672650,7;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;5
672799,8;Enemy;Speed;ChangeTo;3,839999
674655,9;Enemy;0;RegularSpawn;AtSpawnPoint;2
674804,4;Enemy;DeathBy;Gun
674804,4;Enemy;Speed;ChangeTo;3,869999
675651,2;Enemy;0;RegularSpawn;AtSpawnPoint;1
676814,4;Enemy;Speed;ChangeTo;3,899999
676831,1;Player;Health;IncreaseTo;130
678642,4;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;0
678642,4;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;5
678825,9;Enemy;Speed;ChangeTo;3,929999
680831,8;Enemy;Speed;ChangeTo;3,959999
681640;Enemy;0;RegularSpawn;AtSpawnPoint;0
682832,8;Enemy;Speed;ChangeTo;3,989999
683644,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
683777,1;Enemy;DeathBy;Gun
684655,1;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;1
684655,1;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
684837,8;Enemy;Speed;ChangeTo;4,019999
686643,1;Enemy;0;RegularSpawn;AtSpawnPoint;1
686841,9;Enemy;Speed;ChangeTo;4,049999
686924,8;Player;Health;DecreaseTo;110
686924,8;Slider;Health;DecreaseTo;112
688851,6;Enemy;Speed;ChangeTo;4,079999
688935,8;Enemy;DeathBy;Gun
690645,9;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;2
690645,9;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;0
690852,4;Enemy;Speed;ChangeTo;4,11
692643,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
692853,3;Enemy;Speed;ChangeTo;4,14
693699,8;Enemy;DeathBy;Gun
694306,9;Enemy;DeathBy;Gun
694654,8;Enemy;0;RegularSpawn;AtSpawnPoint;1
694858,1;Enemy;Speed;ChangeTo;4,17
696647,3;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
696647,3;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;3
696841,1;Enemy;DeathBy;Gun
696874,3;Enemy;Speed;ChangeTo;4,2
697642,5;Enemy;0;RegularSpawn;AtSpawnPoint;2
698876,6;Enemy;Speed;ChangeTo;4,23
699366,3;Enemy;DeathBy;Gun
699776,6;Enemy;DeathBy;Gun
700889;Enemy;Speed;ChangeTo;4,260001
701642,3;Enemy;0;RegularSpawn;AtSpawnPoint;0
701658,8;Enemy;DeathBy;Gun
702642;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;1
702642;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;3
702889,4;Enemy;Speed;ChangeTo;4,290001
703934,9;Player;Health;IncreaseTo;120
703934,9;Slider;Health;IncreaseTo;140
704794,9;Enemy;DeathBy;Gun
704895,4;Enemy;Speed;ChangeTo;4,320001
706899,3;Enemy;Speed;ChangeTo;4,350001
707656,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
707907,7;Enemy;DeathBy;Gun
708641,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
708641,4;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;0
708641,4;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;5
708913,8;Enemy;Speed;ChangeTo;4,380002
710644,6;Enemy;0;RegularSpawn;AtSpawnPoint;2
710894,6;Player;Health;DecreaseTo;100
710894,6;Slider;Health;DecreaseTo;112
710932,6;Enemy;Speed;ChangeTo;4,410002
712935,8;Enemy;Speed;ChangeTo;4,440002
712952,3;Enemy;DeathBy;Gun
713373,6;Enemy;DeathBy;Gun
714651,4;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;5
714651,4;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;2
714949,6;Enemy;Speed;ChangeTo;4,470002
715297,6;Enemy;DeathBy;Gun
716769,3;Enemy;DeathBy;Gun
716954,4;Enemy;Speed;ChangeTo;4,500002
717278,1;TextScore;ChangeTo;WSPANIALE
718954,8;Enemy;Speed;ChangeTo;4,530003
719652,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
719652,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
720304,9;Enemy;DeathBy;Gun
720653,4;Enemy;0;RegularSpawn;AtSpawnPoint;2
720653,4;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;2
720653,4;Enemy;1;NonAffectiveSpawn;AtSpawnPoint;1
720970,1;Enemy;Speed;ChangeTo;4,560003
721286,6;Player;Health;DecreaseTo;80
721286,6;Slider;Health;DecreaseTo;84
722974,7;Enemy;Speed;ChangeTo;4,590003
724983,6;Enemy;Speed;ChangeTo;4,620003
726417,4;Enemy;DeathBy;Gun
726657,2;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
726657,2;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
726996,4;Enemy;Speed;ChangeTo;4,650003
728105,5;Enemy;DeathBy;Gun
728517,7;Enemy;DeathBy;Gun
728644,3;Enemy;0;RegularSpawn;AtSpawnPoint;2
728947,1;Enemy;DeathBy;Gun
728999,4;Enemy;Speed;ChangeTo;4,680004
730410,4;Enemy;DeathBy;Gun
730649,9;Enemy;0;RegularSpawn;AtSpawnPoint;0
731003,1;Enemy;Speed;ChangeTo;4,710004
732642,4;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;1
732642,4;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;5
733015,7;Enemy;Speed;ChangeTo;4,740004
733650,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
734757,4;Enemy;DeathBy;Gun
735022,7;Enemy;Speed;ChangeTo;4,770004
737039,2;Enemy;Speed;ChangeTo;4,800004
737652,1;Enemy;0;RegularSpawn;AtSpawnPoint;0
738298,2;Player;Health;IncreaseTo;90
738298,2;Slider;Health;IncreaseTo;112
738646,5;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;1
738646,5;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;2
739052,9;Enemy;Speed;ChangeTo;4,830005
740498,3;Enemy;DeathBy;Gun
741061,7;Enemy;Speed;ChangeTo;4,860005
741324,1;Enemy;DeathBy;Gun
741655,1;Enemy;0;RegularSpawn;AtSpawnPoint;2
743064,8;Enemy;Speed;ChangeTo;4,890005
743900,6;Enemy;DeathBy;Gun
743987,6;Player;Health;DecreaseTo;70
743987,6;Slider;Health;DecreaseTo;84
744653,5;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;1
744653,5;Enemy;2;NonAffectiveSpawn;AtSpawnPoint;0
745065,9;Enemy;Speed;ChangeTo;4,920005
746644,4;Enemy;0;RegularSpawn;AtSpawnPoint;0
746644,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
746830,1;Enemy;DeathBy;Gun
747072,8;Enemy;Speed;ChangeTo;4,950006
749100,7;Enemy;DeathBy;Gun
749100,7;Enemy;Speed;ChangeTo;4,980006
749531,7;Enemy;DeathBy;Gun
750641,2;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;2
750641,2;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;5
751107,7;Enemy;Speed;ChangeTo;5,010006
752653,6;Enemy;0;RegularSpawn;AtSpawnPoint;1
753109,3;Enemy;Speed;ChangeTo;5,040006
754129,1;Enemy;DeathBy;Gun
754776,9;Enemy;DeathBy;Gun
755127,5;Enemy;Speed;ChangeTo;5,070006
755200,3;Enemy;DeathBy;Gun
755654,4;Enemy;0;RegularSpawn;AtSpawnPoint;1
756040,3;Enemy;DeathBy;Gun
756649;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;1
756649;Enemy;0;NonAffectiveSpawn;AtSpawnPoint;4
757133,4;Enemy;Speed;ChangeTo;5,100007
757724,1;Enemy;DeathBy;Gun
758239,1;TextScore;ChangeTo;FANTASTYCZNIE
759133,6;Enemy;Speed;ChangeTo;5,130007
759133,6;Player;Health;DecreaseTo;50
759133,6;Slider;Health;DecreaseTo;56
759457,4;Player;Health;DecreaseTo;30
